,index,fecha_dato,ncodpers,ind_empleado,pais_residencia,sexo,age,fecha_alta,ind_nuevo,antiguedad,indrel,ult_fec_cli_1t,indrel_1mes,tiprel_1mes,indresi,indext,conyuemp,canal_entrada,indfall,nomprov,ind_actividad_cliente,renta,segmento,month_id_x,month_next_id_x,month_id_y,month_next_id_y,variable,value
1528488,1356997,2015-03-28,889907,N,ES,V,40,2010-08-26, 0,59.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,TOLEDO,1.0,291900.45,02 - PARTICULARES,3,4,3,4,ind_nomina_ult1,Added
1528532,1777330,2015-03-28,898881,N,ES,V,44,2010-12-15, 0,55.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAZ,N,BARCELONA,1.0,87057.36,02 - PARTICULARES,3,4,3,4,ind_nomina_ult1,Dropped
1528552,1530801,2015-03-28,256635,N,ES,H,41,2001-06-26, 0,169.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,BARCELONA,1.0,88079.07,02 - PARTICULARES,3,4,3,4,ind_nomina_ult1,Dropped
1528626,1796524,2015-03-28,938915,N,ES,V,38,2011-09-06, 0,46.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,BARCELONA,1.0,167110.38,02 - PARTICULARES,3,4,3,4,ind_nomina_ult1,Dropped
1528701,1540885,2015-03-28,231033,N,ES,H,49,2001-10-02, 0,166.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KES,N,BARCELONA,1.0,665148.03,02 - PARTICULARES,3,4,3,4,ind_nomina_ult1,Added
1529076,1253317,2015-03-28,559173,N,ES,V,43,2005-09-23, 0,118.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,BARCELONA,1.0,139086.69,02 - PARTICULARES,3,4,3,4,ind_nomina_ult1,Added
1529163,1801696,2015-03-28,944948,N,ES,V,23,2011-09-19, 0,46.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHE,N,TOLEDO,1.0,95193.66,03 - UNIVERSITARIO,3,4,3,4,ind_nomina_ult1,Added
1529165,1375036,2015-03-28,674313,N,ES,V,54,2007-02-02, 0,101.0,1.0,UNKNOWN,1,A,S,S,UNKNOWN,KAA,N,BARCELONA,1.0,149190.72,02 - PARTICULARES,3,4,3,4,ind_nomina_ult1,Added
1529273,1350404,2015-03-28,797579,N,ES,V,52,2008-09-27, 0,82.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,GRANADA,1.0,101777.58,03 - UNIVERSITARIO,3,4,3,4,ind_nomina_ult1,Added
1529367,1680633,2015-03-28,1376834,N,ES,H,42,2015-01-19, 0,6.0,1.0,UNKNOWN,1,I,S,N,UNKNOWN,KHK,N,ZARAGOZA,0.0,83500.95,02 - PARTICULARES,3,4,3,4,ind_nomina_ult1,Dropped
1529398,1683808,2015-03-28,1369151,N,ES,V,36,2014-12-15, 0,7.0,1.0,UNKNOWN,1,A,S,S,UNKNOWN,KFC,N,"RIOJA, LA",1.0,101777.58,02 - PARTICULARES,3,4,3,4,ind_nomina_ult1,Added
1529426,1606159,2015-03-28,1246662,N,ES,H,35,2014-03-04, 0,16.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,GRANADA,1.0,58711.08,02 - PARTICULARES,3,4,3,4,ind_nomina_ult1,Dropped
1529485,1843316,2015-03-28,1044587,N,ES,H,22,2012-08-06, 0,35.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHD,N,SALAMANCA,1.0,117605.34,03 - UNIVERSITARIO,3,4,3,4,ind_nomina_ult1,Dropped
1529717,1491766,2015-03-28,359386,N,ES,V,61,2002-05-15, 0,158.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,ZARAGOZA,1.0,121464.93,02 - PARTICULARES,3,4,3,4,ind_nomina_ult1,Added
1529804,1560633,2015-03-28,283285,N,ES,V,43,2001-10-17, 0,165.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,GRANADA,1.0,101777.58,01 - TOP,3,4,3,4,ind_nomina_ult1,Added
1529814,1851686,2015-03-28,1049522,N,ES,V,29,2012-08-09, 0,35.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHE,N,"CORUNA, A",1.0,280311.12,03 - UNIVERSITARIO,3,4,3,4,ind_nomina_ult1,Dropped
1529855,2408027,2015-04-28,890755,N,ES,H,54,2010-09-06, 0,58.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFD,N,MADRID,1.0,103312.89,02 - PARTICULARES,4,5,4,5,ind_nomina_ult1,Added
1529968,2006719,2015-04-28,685960,N,ES,V,41,2007-04-12, 0,99.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,TOLEDO,1.0,107704.77,02 - PARTICULARES,4,5,4,5,ind_nomina_ult1,Dropped
1530002,2383360,2015-04-28,1016102,N,ES,H,39,2012-05-15, 0,38.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,BARCELONA,1.0,230856.42,02 - PARTICULARES,4,5,4,5,ind_nomina_ult1,Added
1530173,2463082,2015-04-28,1137787,N,ES,V,47,2013-06-19, 0,25.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,HUELVA,1.0,62876.79,02 - PARTICULARES,4,5,4,5,ind_nomina_ult1,Dropped
1530559,2457592,2015-04-28,1126058,N,ES,V,47,2013-04-04, 0,27.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,117865.35,02 - PARTICULARES,4,5,4,5,ind_nomina_ult1,Added
1530561,2457713,2015-04-28,1124125,N,ES,H,35,2013-03-11, 0,28.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,217386.75,02 - PARTICULARES,4,5,4,5,ind_nomina_ult1,Dropped
1531012,2209853,2015-04-28,1196595,N,ES,V,36,2013-10-11, 0,21.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,MADRID,1.0,105885.15,02 - PARTICULARES,4,5,4,5,ind_nomina_ult1,Dropped
1531298,1894647,2015-04-28,512317,N,ES,H,50,2005-01-18, 0,126.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFD,N,MADRID,1.0,157395.93,02 - PARTICULARES,4,5,4,5,ind_nomina_ult1,Dropped
1531312,1891420,2015-04-28,555004,N,ES,H,30,2008-02-20, 0,89.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFA,N,MADRID,1.0,101661.15,02 - PARTICULARES,4,5,4,5,ind_nomina_ult1,Added
1531328,2321537,2015-04-28,1291994,N,ES,V,34,2014-08-05, 0,12.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,"BALEARS, ILLES",1.0,95214.09,02 - PARTICULARES,4,5,4,5,ind_nomina_ult1,Added
1531351,2228189,2015-04-28,1234190,N,ES,H,30,2013-12-26, 0,19.0,1.0,UNKNOWN,1,A,S,S,UNKNOWN,KFC,N,BARCELONA,1.0,53143.74,02 - PARTICULARES,4,5,4,5,ind_nomina_ult1,Added
1531533,2218833,2015-04-28,1254257,N,ES,H,30,2014-04-21, 0,15.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,BARCELONA,1.0,134823.72,03 - UNIVERSITARIO,4,5,4,5,ind_nomina_ult1,Dropped
1531711,1887623,2015-04-28,559173,N,ES,V,43,2005-09-23, 0,118.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,BARCELONA,1.0,90952.86,02 - PARTICULARES,4,5,4,5,ind_nomina_ult1,Dropped
1531764,2198353,2015-04-28,1214139,N,ES,V,48,2013-11-05, 0,20.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,BARCELONA,1.0,171251.19,02 - PARTICULARES,4,5,4,5,ind_nomina_ult1,Added
1531799,2254661,2015-04-28,1149229,N,ES,H,22,2013-07-27, 0,24.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,SEVILLA,1.0,242680.56,03 - UNIVERSITARIO,4,5,4,5,ind_nomina_ult1,Added
1531826,2220684,2015-04-28,1250236,N,ES,V,27,2014-03-25, 0,18.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,RED,N,MURCIA,1.0,101777.58,02 - PARTICULARES,4,5,4,5,ind_nomina_ult1,Added
1531852,2409090,2015-04-28,912992,N,ES,V,43,2011-05-18, 0,50.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,SEVILLA,0.0,101777.58,02 - PARTICULARES,4,5,4,5,ind_nomina_ult1,Added
1531979,2290417,2015-04-28,1324271,N,ES,V,47,2014-10-03, 0,10.0,1.0,UNKNOWN,1,A,S,S,UNKNOWN,KFC,N,BARCELONA,1.0,195750.78,02 - PARTICULARES,4,5,4,5,ind_nomina_ult1,Added
1532150,2281312,2015-04-28,1351621,N,ES,V,25,2014-11-10, 0,8.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHK,N,BARCELONA,1.0,665148.03,02 - PARTICULARES,4,5,4,5,ind_nomina_ult1,Dropped
1532153,2417914,2015-04-28,948695,N,ES,H,25,2011-09-26, 0,46.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHE,N,SEVILLA,1.0,65085.39,03 - UNIVERSITARIO,4,5,4,5,ind_nomina_ult1,Added
1532184,2211593,2015-04-28,1197347,N,ES,H,33,2013-10-14, 0,21.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHE,N,CUENCA,1.0,31594.47,03 - UNIVERSITARIO,4,5,4,5,ind_nomina_ult1,Added
1532539,2061552,2015-04-28,201222,N,ES,V,40,2000-10-26, 0,177.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,VALLADOLID,1.0,220617.15,01 - TOP,4,5,4,5,ind_nomina_ult1,Dropped
1532652,2087684,2015-04-28,62175,N,ES,H,46,2012-06-04, 0,216.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,BARCELONA,1.0,162620.43,02 - PARTICULARES,4,5,4,5,ind_nomina_ult1,Added
1532705,2045077,2015-04-28,161661,N,ES,V,58,2006-02-13, 0,185.0,1.0,UNKNOWN,1,I,S,N,UNKNOWN,KAT,N,BARCELONA,1.0,102560.94,02 - PARTICULARES,4,5,4,5,ind_nomina_ult1,Dropped
1532719,2481778,2015-04-28,1044587,N,ES,H,22,2012-08-06, 0,35.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHD,N,SALAMANCA,1.0,117605.34,03 - UNIVERSITARIO,4,5,4,5,ind_nomina_ult1,Added
1532786,2102008,2015-04-28,94198,N,ES,H,48,1998-04-27, 0,207.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAS,N,BARCELONA,1.0,145677.78,02 - PARTICULARES,4,5,4,5,ind_nomina_ult1,Dropped
1532927,2112680,2015-04-28,76140,N,ES,V,49,1997-11-12, 0,212.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,BARCELONA,1.0,119946.66,02 - PARTICULARES,4,5,4,5,ind_nomina_ult1,Dropped
1533010,2132956,2015-04-28,324180,N,ES,V,44,2002-01-29, 0,128.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,TARRAGONA,1.0,103677.72,02 - PARTICULARES,4,5,4,5,ind_nomina_ult1,Added
1533280,2392767,2015-04-28,993139,N,ES,H,29,2011-12-13, 0,43.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHE,N,GRANADA,1.0,101777.58,03 - UNIVERSITARIO,4,5,4,5,ind_nomina_ult1,Dropped
1533527,2105425,2015-04-28,116790,N,ES,H,48,1998-12-28, 0,199.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,150157.62,01 - TOP,4,5,4,5,ind_nomina_ult1,Added
1533679,2063743,2015-04-28,194682,N,ES,V,57,2000-09-26, 0,178.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,211032.75,02 - PARTICULARES,4,5,4,5,ind_nomina_ult1,Added
1533736,2088437,2015-04-28,60427,N,ES,H,50,1997-03-24, 0,220.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,140578.74,02 - PARTICULARES,4,5,4,5,ind_nomina_ult1,Dropped
1533899,2086397,2015-04-28,67815,N,ES,V,47,1997-07-11, 0,216.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,176654.43,02 - PARTICULARES,4,5,4,5,ind_nomina_ult1,Dropped
1534018,2397407,2015-04-28,918365,N,ES,V,26,2011-07-14, 0,48.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFA,N,MADRID,1.0,199699.47,03 - UNIVERSITARIO,4,5,4,5,ind_nomina_ult1,Dropped
1534029,1974947,2015-04-28,764685,N,ES,V,52,2008-05-05, 0,86.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAE,N,VALENCIA,1.0,36105.42,02 - PARTICULARES,4,5,4,5,ind_nomina_ult1,Dropped
1534087,2276976,2015-04-28,1342412,N,ES,H,51,2014-10-27, 0,9.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHK,N,MADRID,1.0,98158.41,02 - PARTICULARES,4,5,4,5,ind_nomina_ult1,Dropped
1534112,2383937,2015-04-28,1014864,N,ES,H,24,2012-05-08, 0,38.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,423018.3,03 - UNIVERSITARIO,4,5,4,5,ind_nomina_ult1,Dropped
1534156,2348037,2015-04-28,1296452,N,ES,H,42,2014-08-12, 0,11.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,MADRID,1.0,118428.27,02 - PARTICULARES,4,5,4,5,ind_nomina_ult1,Dropped
1534170,2005778,2015-04-28,681680,N,ES,H,34,2007-03-12, 0,100.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAP,N,GRANADA,1.0,101777.58,02 - PARTICULARES,4,5,4,5,ind_nomina_ult1,Added
1534218,2220505,2015-04-28,1246662,N,ES,H,35,2014-03-04, 0,16.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,GRANADA,1.0,58711.08,02 - PARTICULARES,4,5,4,5,ind_nomina_ult1,Added
1534289,2333378,2015-04-28,1275097,N,ES,H,35,2014-07-23, 0,12.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFA,N,MADRID,1.0,109865.55,02 - PARTICULARES,4,5,4,5,ind_nomina_ult1,Dropped
1534323,1972247,2015-04-28,774215,N,ES,V,55,2008-06-18, 0,85.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,ALBACETE,1.0,124158.3,02 - PARTICULARES,4,5,4,5,ind_nomina_ult1,Dropped
1534368,1994551,2015-04-28,831448,N,ES,H,47,2011-07-08, 0,48.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,GRANADA,1.0,189083.91,02 - PARTICULARES,4,5,4,5,ind_nomina_ult1,Dropped
1534489,2116869,2015-04-28,82078,N,ES,V,42,1998-01-12, 0,210.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,92175.42,01 - TOP,4,5,4,5,ind_nomina_ult1,Added
1534681,2274537,2015-04-28,1177195,N,ES,H,27,2013-09-17, 0,22.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHE,N,MADRID,1.0,53634.72,03 - UNIVERSITARIO,4,5,4,5,ind_nomina_ult1,Dropped
1535053,1998130,2015-04-28,843941,N,ES,H,36,2009-06-04, 0,73.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,GUADALAJARA,1.0,112878.15,02 - PARTICULARES,4,5,4,5,ind_nomina_ult1,Dropped
1535223,2133030,2015-04-28,324449,N,ES,V,50,2007-11-15, 0,162.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAS,N,MADRID,1.0,131101.14,02 - PARTICULARES,4,5,4,5,ind_nomina_ult1,Dropped
1535305,2028410,2015-04-28,739611,UNKNOWN,UNKNOWN,UNKNOWN,40,2010-11-03,1,0.0,1.0,UNKNOWN,P,A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,N,UNKNOWN,1.0,101777.58,UNKNOWN,4,5,4,5,ind_nomina_ult1,Dropped
1535630,2307899,2015-04-28,1361100,UNKNOWN,UNKNOWN,UNKNOWN,40,2010-11-03,1,0.0,1.0,UNKNOWN,P,A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,N,UNKNOWN,1.0,101777.58,UNKNOWN,4,5,4,5,ind_nomina_ult1,Dropped
1535946,2020839,2015-04-28,729705,N,ES,H,51,2007-10-31, 0,93.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,GUADALAJARA,1.0,40167.39,02 - PARTICULARES,4,5,4,5,ind_nomina_ult1,Dropped
1536061,2057669,2015-04-28,129103,N,ES,V,42,1999-04-22, 0,195.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,MADRID,1.0,54252.54,02 - PARTICULARES,4,5,4,5,ind_nomina_ult1,Added
1536100,1940949,2015-04-28,434049,N,ES,V,53,2003-09-08, 0,142.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,MADRID,1.0,101777.58,02 - PARTICULARES,4,5,4,5,ind_nomina_ult1,Dropped
1536112,1940286,2015-04-28,435058,N,ES,V,40,2003-09-15, 0,142.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,108044.4,02 - PARTICULARES,4,5,4,5,ind_nomina_ult1,Dropped
1536170,1938776,2015-04-28,431900,N,ES,V,38,2003-08-20, 0,143.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,MADRID,1.0,134628.84,02 - PARTICULARES,4,5,4,5,ind_nomina_ult1,Dropped
1536342,1884755,2015-04-28,537885,N,ES,V,60,2005-06-20, 0,41.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHC,N,VALENCIA,1.0,52826.07,02 - PARTICULARES,4,5,4,5,ind_nomina_ult1,Added
1536350,2145545,2015-04-28,408397,N,ES,H,38,2003-02-24, 0,149.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,MADRID,1.0,57968.82,02 - PARTICULARES,4,5,4,5,ind_nomina_ult1,Dropped
1536384,2459250,2015-04-28,1140097,N,ES,V,37,2013-07-08, 0,24.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,VALENCIA,1.0,68647.05,02 - PARTICULARES,4,5,4,5,ind_nomina_ult1,Dropped
1536395,1983765,2015-04-28,856772,N,ES,V,43,2009-11-14, 0,68.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,MADRID,1.0,785861.61,02 - PARTICULARES,4,5,4,5,ind_nomina_ult1,Dropped
1536512,2468990,2015-04-28,1115904,N,ES,H,26,2013-01-04, 0,30.0,1.0,UNKNOWN,1,A,S,S,UNKNOWN,KFC,N,MADRID,1.0,140276.22,02 - PARTICULARES,4,5,4,5,ind_nomina_ult1,Dropped
1536661,2208655,2015-04-28,1202238,N,ES,H,55,2013-10-18, 0,21.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,SEGOVIA,1.0,98606.7,02 - PARTICULARES,4,5,4,5,ind_nomina_ult1,Added
1537014,1952225,2015-04-28,470223,N,ES,H,32,2004-04-26, 0,135.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,SEVILLA,1.0,109184.07,03 - UNIVERSITARIO,4,5,4,5,ind_nomina_ult1,Dropped
1537258,1992647,2015-04-28,837619,N,ES,H,42,2009-03-09, 0,76.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFA,N,SEVILLA,1.0,148059.69,02 - PARTICULARES,4,5,4,5,ind_nomina_ult1,Dropped
1537504,2161663,2015-04-28,248090,N,ES,V,48,2001-05-22, 0,170.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,CADIZ,1.0,122301.63,02 - PARTICULARES,4,5,4,5,ind_nomina_ult1,Added
1537671,2059587,2015-04-28,198915,N,ES,V,42,2000-11-25, 0,176.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,SEVILLA,1.0,62322.12,02 - PARTICULARES,4,5,4,5,ind_nomina_ult1,Dropped
1537718,2221436,2015-04-28,1248657,N,ES,H,29,2014-03-17, 0,16.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,"CORUNA, A",1.0,56467.44,02 - PARTICULARES,4,5,4,5,ind_nomina_ult1,Dropped
1537741,2221820,2015-04-28,1249560,N,ES,V,33,2014-03-20, 0,16.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,"CORUNA, A",1.0,87551.46,02 - PARTICULARES,4,5,4,5,ind_nomina_ult1,Dropped
1537840,2246463,2015-04-28,1163562,N,ES,V,22,2013-08-12, 0,23.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHE,N,CASTELLON,1.0,49815.18,03 - UNIVERSITARIO,4,5,4,5,ind_nomina_ult1,Added
1538169,2469497,2015-04-28,1119826,N,ES,V,35,2013-01-29, 0,30.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,"PALMAS, LAS",1.0,69872.1,02 - PARTICULARES,4,5,4,5,ind_nomina_ult1,Added
1538193,2196443,2015-04-28,287685,N,ES,V,55,2004-01-09, 0,138.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,BIZKAIA,1.0,101777.58,02 - PARTICULARES,4,5,4,5,ind_nomina_ult1,Added
1538268,2411681,2015-04-28,902845,N,ES,H,38,2011-02-04, 0,53.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KGV,N,LEON,1.0,160128.66,02 - PARTICULARES,4,5,4,5,ind_nomina_ult1,Added
1538379,2505140,2015-04-28,1049522,N,ES,V,29,2012-08-09, 0,35.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHE,N,"CORUNA, A",1.0,280311.12,03 - UNIVERSITARIO,4,5,4,5,ind_nomina_ult1,Added
1538551,2283581,2015-04-28,1346443,N,ES,H,38,2014-11-03, 0,9.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHK,N,ZARAGOZA,1.0,85029.66,02 - PARTICULARES,4,5,4,5,ind_nomina_ult1,Added
1538876,2444394,2015-04-28,1079275,N,ES,V,23,2012-10-11, 0,33.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHE,N,SEVILLA,1.0,152943.78,03 - UNIVERSITARIO,4,5,4,5,ind_nomina_ult1,Dropped
1538931,2743835,2015-05-28,1354048,N,ES,H,22,2014-11-13, 0,8.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHE,N,MADRID,1.0,323845.17,03 - UNIVERSITARIO,5,6,5,6,ind_nomina_ult1,Added
1538963,3011669,2015-05-28,634383,N,ES,V,38,2006-08-16, 0,107.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAF,N,SEVILLA,1.0,49458.6,02 - PARTICULARES,5,6,5,6,ind_nomina_ult1,Dropped
1539004,2557861,2015-05-28,1109103,N,ES,H,39,2012-12-03, 0,31.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,OURENSE,1.0,101777.58,02 - PARTICULARES,5,6,5,6,ind_nomina_ult1,Added
1539205,3135461,2015-05-28,559221,N,ES,V,46,2005-09-23, 0,118.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,CANTABRIA,1.0,101777.58,02 - PARTICULARES,5,6,5,6,ind_nomina_ult1,Added
1539314,2728325,2015-05-28,1388690,N,ES,V,24,2015-03-20, 1,4.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHL,N,MADRID,1.0,90699.3,02 - PARTICULARES,5,6,5,6,ind_nomina_ult1,Dropped
1539400,2787118,2015-05-28,1163562,N,ES,V,22,2013-08-12, 0,23.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHE,N,CASTELLON,1.0,49815.18,03 - UNIVERSITARIO,5,6,5,6,ind_nomina_ult1,Dropped
1539407,2725953,2015-05-28,1383864,N,ES,V,39,2015-02-20, 0,16.0,1.0,UNKNOWN,1,A,S,S,UNKNOWN,RED,N,MADRID,1.0,79208.52,02 - PARTICULARES,5,6,5,6,ind_nomina_ult1,Added
1539410,2726426,2015-05-28,1380381,N,ES,H,28,2015-02-04, 1,5.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHK,N,MADRID,1.0,49921.05,03 - UNIVERSITARIO,5,6,5,6,ind_nomina_ult1,Added
1539428,3001342,2015-05-28,729705,N,ES,H,51,2007-10-31, 0,93.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,GUADALAJARA,1.0,40167.39,02 - PARTICULARES,5,6,5,6,ind_nomina_ult1,Added
1539436,2723843,2015-05-28,1394220,N,ES,H,20,2015-04-27, 1,3.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,MADRID,1.0,124006.32,02 - PARTICULARES,5,6,5,6,ind_nomina_ult1,Added
1539534,2806806,2015-05-28,1260602,N,ES,V,32,2014-05-29, 0,14.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,SEVILLA,0.0,35770.71,02 - PARTICULARES,5,6,5,6,ind_nomina_ult1,Dropped
1539583,2743705,2015-05-28,1354157,N,ES,H,52,2014-11-13, 0,8.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHK,N,MADRID,1.0,51848.46,02 - PARTICULARES,5,6,5,6,ind_nomina_ult1,Dropped
1539593,2743703,2015-05-28,1354155,N,ES,H,50,2014-11-13, 0,8.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,41047.86,02 - PARTICULARES,5,6,5,6,ind_nomina_ult1,Dropped
1539619,2633845,2015-05-28,1000749,N,ES,H,38,2012-01-04, 0,42.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,SEVILLA,1.0,57338.31,02 - PARTICULARES,5,6,5,6,ind_nomina_ult1,Added
1539668,2615014,2015-05-28,915441,N,ES,H,36,2011-06-17, 0,49.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,OURENSE,1.0,101777.58,02 - PARTICULARES,5,6,5,6,ind_nomina_ult1,Dropped
1539700,3085435,2015-05-28,435058,N,ES,V,40,2003-09-15, 0,142.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,108044.4,02 - PARTICULARES,5,6,5,6,ind_nomina_ult1,Added
1539713,3085585,2015-05-28,434049,N,ES,V,53,2003-09-08, 0,142.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,MADRID,1.0,101777.58,02 - PARTICULARES,5,6,5,6,ind_nomina_ult1,Added
1539782,2720972,2015-05-28,1393041,N,ES,H,36,2015-04-20, 1,3.0,1.0,UNKNOWN,1,A,S,S,UNKNOWN,KHK,N,MADRID,1.0,115932.87,02 - PARTICULARES,5,6,5,6,ind_nomina_ult1,Added
1539803,3086454,2015-05-28,431900,N,ES,V,38,2003-08-20, 0,143.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,MADRID,1.0,134628.84,02 - PARTICULARES,5,6,5,6,ind_nomina_ult1,Added
1539858,3102414,2015-05-28,512317,N,ES,H,50,2005-01-18, 0,126.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFD,N,MADRID,1.0,157395.93,02 - PARTICULARES,5,6,5,6,ind_nomina_ult1,Added
